pokedex_num,name,japanese_name,type1,type2,generation,is_legendary,abilities,classfication,hp,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,height_m,percentage_male,sp_attack,sp_defense,speed,weight_kg
272,Ludicolo,Runpappaãƒ«ãƒ³ãƒ‘ãƒƒãƒ‘,water,grass,3,0,"['Swift Swim', 'Rain Dish', 'Own Tempo']",Carefree PokÃ©mon,80,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70,3840,70,480,45,70,1059860,1.5,50.0,90,100,70,55.0
273,Seedot,Tanebohã‚¿ãƒãƒœãƒ¼,grass,,3,0,"['Chlorophyll', 'Early Bird', 'Pickpocket']",Acorn PokÃ©mon,40,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,220,255,50,1059860,0.5,50.0,30,30,30,4.0
274,Nuzleaf,Konohanaã‚³ãƒŽãƒãƒŠ,grass,dark,3,0,"['Chlorophyll', 'Early Bird', 'Pickpocket']",Wily PokÃ©mon,70,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70,3840,70,340,120,40,1059860,1.0,50.0,60,40,60,28.0
275,Shiftry,Dirtengãƒ€ãƒ¼ãƒ†ãƒ³ã‚°,grass,dark,3,0,"['Chlorophyll', 'Early Bird', 'Pickpocket']",Wickid PokÃ©mon,90,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100,3840,70,480,45,60,1059860,1.3,50.0,90,60,80,59.6
276,Taillow,Subameã‚¹ãƒãƒ¡,normal,flying,3,0,"['Guts', 'Scrappy']",TinySwallow PokÃ©mon,40,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,270,200,30,1059860,0.3,50.0,30,30,85,2.3
277,Swellow,Ohsubameã‚ªã‚ªã‚¹ãƒãƒ¡,normal,flying,3,0,"['Guts', 'Scrappy']",Swallow PokÃ©mon,60,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,70,455,45,60,1059860,0.7,50.0,75,50,125,19.8
278,Wingull,Camomeã‚­ãƒ£ãƒ¢ãƒ¡,water,flying,3,0,"['Keen Eye', 'Hydration', 'Rain Dish']",Seagull PokÃ©mon,40,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30,5120,70,270,190,30,1000000,0.6,50.0,55,30,85,9.5
279,Pelipper,Pelipperãƒšãƒªãƒƒãƒ‘ãƒ¼,water,flying,3,0,"['Keen Eye', 'Drizzle', 'Rain Dish']",Water Bird PokÃ©mon,60,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,5120,70,440,45,100,1000000,1.2,50.0,95,70,65,28.0
280,Ralts,Raltsãƒ©ãƒ«ãƒˆã‚¹,psychic,fairy,3,0,"['Synchronize', 'Trace', 'Telepathy']",Feeling PokÃ©mon,28,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,5120,35,198,235,25,1250000,0.4,50.0,45,35,40,6.6
281,Kirlia,Kirliaã‚­ãƒ«ãƒªã‚¢,psychic,fairy,3,0,"['Synchronize', 'Trace', 'Telepathy']",Emotion PokÃ©mon,38,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35,5120,35,278,120,35,1250000,0.8,50.0,65,55,50,20.2
282,Gardevoir,Sirnightã‚µãƒ¼ãƒŠã‚¤ãƒˆ,psychic,fairy,3,0,"['Synchronize', 'Trace', 'Telepathy']",Embrace PokÃ©mon,68,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,5120,35,618,45,65,1250000,1.6,50.0,165,135,100,48.4
283,Surskit,Ametamaã‚¢ãƒ¡ã‚¿ãƒž,bug,water,3,0,"['Swift Swim', 'Rain Dish']",Pond Skater PokÃ©mon,40,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30,3840,70,269,200,32,1000000,0.5,50.0,50,52,65,1.7
284,Masquerain,Amemothã‚¢ãƒ¡ãƒ¢ãƒ¼ã‚¹,bug,flying,3,0,"['Intimidate', 'Unnerve']",Eyeball PokÃ©mon,70,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60,3840,70,454,75,62,1000000,0.8,50.0,100,82,80,3.6
285,Shroomish,Kinococoã‚­ãƒŽã‚³ã‚³,grass,,3,0,"['Effect Spore', 'Poison Heal', 'Quick Feet']",Mushroom PokÃ©mon,60,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,295,255,60,1640000,0.4,50.0,40,60,35,4.5
286,Breloom,Kinogassaã‚­ãƒŽã‚¬ãƒƒã‚µ,grass,fighting,3,0,"['Effect Spore', 'Poison Heal', 'Technician']",Mushroom PokÃ©mon,60,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130,3840,70,460,90,80,1640000,1.2,50.0,60,60,70,39.2
287,Slakoth,NamakeroãƒŠãƒžã‚±ãƒ­,normal,,3,0,['Truant'],Slacker PokÃ©mon,60,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,280,255,60,1250000,0.8,50.0,35,35,30,24.0
288,Vigoroth,Yarukimonoãƒ¤ãƒ«ã‚­ãƒ¢ãƒŽ,normal,,3,0,['Vital Spirit'],Wild Monkey PokÃ©mon,80,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,440,120,80,1250000,1.4,50.0,55,55,90,46.5
289,Slaking,Kekkingã‚±ãƒƒã‚­ãƒ³ã‚°,normal,,3,0,['Truant'],Lazy PokÃ©mon,150,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,3840,70,670,45,100,1250000,2.0,50.0,95,65,100,130.5
290,Nincada,Tutininãƒ„ãƒãƒ‹ãƒ³,bug,ground,3,0,"['Compoundeyes', 'Run Away']",Trainee PokÃ©mon,31,1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45,3840,70,266,255,90,600000,0.5,50.0,30,30,40,5.5
291,Ninjask,Tekkaninãƒ†ãƒƒã‚«ãƒ‹ãƒ³,bug,flying,3,0,"['Speed Boost', 'Infiltrator']",Ninja PokÃ©mon,61,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,3840,70,456,120,45,600000,0.8,50.0,50,50,160,12.0
292,Shedinja,NukeninãƒŒã‚±ãƒ‹ãƒ³,bug,ghost,3,0,['Wonder Guard'],Shed PokÃ©mon,1,0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90,3840,70,236,45,45,600000,0.8,,30,30,40,1.2
293,Whismur,Gonyonyoã‚´ãƒ‹ãƒ§ãƒ‹ãƒ§,normal,,3,0,"['Soundproof', 'Rattled']",Whisper PokÃ©mon,64,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51,5120,70,240,190,23,1059860,0.6,50.0,51,23,28,16.3
294,Loudred,Dogohmbãƒ‰ã‚´ãƒ¼ãƒ ,normal,,3,0,"['Soundproof', 'Scrappy']",Big Voice PokÃ©mon,84,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,5120,70,360,120,43,1059860,1.0,50.0,71,43,48,40.5
295,Exploud,Bakuongãƒã‚¯ã‚ªãƒ³ã‚°,normal,,3,0,"['Soundproof', 'Scrappy']",Loud Noise PokÃ©mon,104,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,5120,70,490,45,63,1059860,1.5,50.0,91,73,68,84.0
296,Makuhita,Makunoshitaãƒžã‚¯ãƒŽã‚·ã‚¿,fighting,,3,0,"['Thick Fat', 'Guts', 'Sheer Force']",Guts PokÃ©mon,72,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60,5120,70,237,180,30,1640000,1.0,75.4,20,30,25,86.4
297,Hariyama,Hariteyamaãƒãƒªãƒ†ãƒ¤ãƒž,fighting,,3,0,"['Thick Fat', 'Guts', 'Sheer Force']",Arm Thrust PokÃ©mon,144,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,5120,70,474,200,60,1640000,2.3,75.4,40,60,50,253.8
298,Azurill,Ruririãƒ«ãƒªãƒª,normal,fairy,3,0,"['Thick Fat', 'Huge Power', 'Sap Sipper']",Polka Dot PokÃ©mon,50,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,70,190,150,40,800000,0.2,24.6,20,40,20,2.0
299,Nosepass,NosepassãƒŽã‚ºãƒ‘ã‚¹,rock,,3,0,"['Sturdy', 'Magnet Pull', 'Sand Force']",Compass PokÃ©mon,30,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45,5120,70,375,255,135,1000000,1.0,50.0,45,90,30,97.0
300,Skitty,Enecoã‚¨ãƒã‚³,normal,,3,0,"['Cute Charm', 'Normalize', 'Wonder Skin ']",Kitten PokÃ©mon,50,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,3840,70,260,255,45,800000,0.6,24.6,35,35,50,11.0
301,Delcatty,Enekororoã‚¨ãƒã‚³ãƒ­ãƒ­,normal,,3,0,"['Cute Charm', 'Normalize', 'Wonder Skin ']",Prim PokÃ©mon,70,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,3840,70,400,60,65,800000,1.1,24.6,55,55,90,32.6
302,Sableye,Yamiramiãƒ¤ãƒŸãƒ©ãƒŸ,dark,ghost,3,0,"['Keen Eye', 'Stall', 'Prankster']",Darkness PokÃ©mon,50,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,6400,35,480,45,125,1059860,0.5,50.0,85,115,20,11.0
303,Mawile,Kucheatã‚¯ãƒãƒ¼ãƒˆ,steel,fairy,3,0,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",Deceiver PokÃ©mon,50,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105,5120,70,480,45,125,800000,0.6,50.0,55,95,50,11.5
304,Aron,Cokodoraã‚³ã‚³ãƒ‰ãƒ©,steel,rock,3,0,"['Sturdy', 'Rock Head', 'Heavy Metal']",Iron Armor PokÃ©mon,50,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,8960,35,330,180,100,1250000,0.4,50.0,40,40,30,60.0
305,Lairon,Kodoraã‚³ãƒ‰ãƒ©,steel,rock,3,0,"['Sturdy', 'Rock Head', 'Heavy Metal']",Iron Armor PokÃ©mon,60,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,8960,35,430,90,140,1250000,0.9,50.0,50,50,40,120.0
306,Aggron,Bossgodoraãƒœã‚¹ã‚´ãƒ‰ãƒ©,steel,rock,3,0,"['Sturdy', 'Rock Head', 'Heavy Metal']",Iron Armor PokÃ©mon,70,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,8960,35,630,45,230,1250000,2.1,50.0,60,80,50,360.0
307,Meditite,Asananã‚¢ã‚µãƒŠãƒ³,fighting,psychic,3,0,"['Pure Power', 'Telepathy']",Meditate PokÃ©mon,30,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40,5120,70,280,180,55,1000000,0.6,50.0,40,55,60,11.2
308,Medicham,Charemãƒãƒ£ãƒ¼ãƒ¬ãƒ ,fighting,psychic,3,0,"['Pure Power', 'Telepathy']",Meditate PokÃ©mon,60,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100,5120,70,510,90,85,1000000,1.3,50.0,80,85,100,31.5
309,Electrike,Rakuraiãƒ©ã‚¯ãƒ©ã‚¤,electric,,3,0,"['Static', 'Lightningrod', 'Minus']",Lightning PokÃ©mon,40,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120,70,295,120,40,1250000,0.6,50.0,65,40,65,15.2
310,Manectric,Livoltãƒ©ã‚¤ãƒœãƒ«ãƒˆ,electric,,3,0,"['Static', 'Lightningrod', 'Minus']",Discharge PokÃ©mon,70,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120,70,575,45,80,1250000,1.5,50.0,135,80,135,40.2
311,Plusle,Prasleãƒ—ãƒ©ã‚¹ãƒ«,electric,,3,0,"['Plus', 'Lightningrod']",Cheering PokÃ©mon,60,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,405,200,40,1000000,0.4,50.0,85,75,95,4.2
312,Minun,Minunãƒžã‚¤ãƒŠãƒ³,electric,,3,0,"['Minus', 'Volt Absorb']",Cheering PokÃ©mon,60,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,405,200,50,1000000,0.4,50.0,75,85,95,4.2
313,Volbeat,Barubeatãƒãƒ«ãƒ“ãƒ¼ãƒˆ,bug,,3,0,"['Illuminate', 'Swarm', 'Prankster']",Firefly PokÃ©mon,65,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73,3840,70,430,150,75,600000,0.7,100.0,47,85,85,17.7
314,Illumise,Illumiseã‚¤ãƒ«ãƒŸãƒ¼ã‚¼,bug,,3,0,"['Oblivious', 'Tinted Lens', 'Prankster']",Firefly PokÃ©mon,65,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47,3840,70,430,150,75,1640000,0.6,0.0,73,85,85,17.7
315,Roselia,Roseliaãƒ­ã‚¼ãƒªã‚¢,grass,poison,3,0,"['Natural Cure', 'Poison Point', 'Leaf Guard']",Thorn PokÃ©mon,50,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,5120,70,400,150,45,1059860,0.3,50.0,100,80,65,2.0
316,Gulpin,Gokulinã‚´ã‚¯ãƒªãƒ³,poison,,3,0,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Stomach PokÃ©mon,70,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43,5120,70,302,225,53,1640000,0.4,50.0,43,53,40,10.3
317,Swalot,Marunoomãƒžãƒ«ãƒŽãƒ¼ãƒ ,poison,,3,0,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Poison Bag PokÃ©mon,100,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73,5120,70,467,75,83,1640000,1.7,50.0,73,83,55,80.0
318,Carvanha,Kibanhaã‚­ãƒãƒ‹ã‚¢,water,dark,3,0,"['Rough Skin', 'Speed Boost']",Savage PokÃ©mon,45,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90,5120,35,305,225,20,1250000,0.8,50.0,65,20,65,20.8
319,Sharpedo,Samehaderã‚µãƒ¡ãƒãƒ€ãƒ¼,water,dark,3,0,"['Rough Skin', 'Speed Boost']",Brutal PokÃ©mon,70,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,5120,35,560,60,70,1250000,1.8,50.0,110,65,105,88.8
320,Wailmer,Hoerukoãƒ›ã‚¨ãƒ«ã‚³,water,,3,0,"['Water Veil', 'Oblivious', 'Pressure']",Ball Whale PokÃ©mon,130,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,10240,70,400,125,35,1640000,2.0,50.0,70,35,60,130.0
321,Wailord,Whalohãƒ›ã‚¨ãƒ«ã‚ªãƒ¼,water,,3,0,"['Water Veil', 'Oblivious', 'Pressure']",Float Whale PokÃ©mon,170,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90,10240,70,500,60,45,1640000,14.5,50.0,90,45,60,398.0
322,Numel,Donmelãƒ‰ãƒ³ãƒ¡ãƒ«,fire,ground,3,0,"['Oblivious', 'Simple', 'Own Tempo']",Numb PokÃ©mon,60,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60,5120,70,305,255,40,1000000,0.7,50.0,65,45,35,24.0
323,Camerupt,Bakuudaãƒã‚¯ãƒ¼ãƒ€,fire,ground,3,0,"['Magma Armor', 'Solid Rock', 'Anger Point']",Eruption PokÃ©mon,70,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120,5120,70,560,150,100,1000000,1.9,50.0,145,105,20,220.0
324,Torkoal,Cotoiseã‚³ãƒ¼ã‚¿ã‚¹,fire,,3,0,"['White Smoke', 'Drought', 'Shell Armor']",Coal PokÃ©mon,70,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,5120,70,470,90,140,1000000,0.5,50.0,85,70,20,80.4
325,Spoink,Banebooãƒãƒãƒ–ãƒ¼,psychic,,3,0,"['Thick Fat', 'Own Tempo', 'Gluttony']",Bounce PokÃ©mon,60,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,5120,70,330,255,35,800000,0.7,50.0,70,80,60,30.6
326,Grumpig,Boopigãƒ–ãƒ¼ãƒ”ãƒƒã‚°,psychic,,3,0,"['Thick Fat', 'Own Tempo', 'Gluttony']",Manipulate PokÃ©mon,80,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,5120,70,470,60,65,800000,0.9,50.0,90,110,80,71.5
327,Spinda,Patcheelãƒ‘ãƒƒãƒãƒ¼ãƒ«,normal,,3,0,"['Own Tempo', 'Tangled Feet', 'Contrary']",Spot Panda PokÃ©mon,60,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,360,255,60,800000,1.1,50.0,60,60,60,5.0
328,Trapinch,NuckrarãƒŠãƒƒã‚¯ãƒ©ãƒ¼,ground,,3,0,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",Ant Pit PokÃ©mon,45,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,5120,70,290,255,45,1059860,0.7,50.0,45,45,10,15.0
329,Vibrava,Vibravaãƒ“ãƒ–ãƒ©ãƒ¼ãƒ,ground,dragon,3,0,['Levitate'],Vibration PokÃ©mon,50,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,5120,70,340,120,50,1059860,1.1,50.0,50,50,70,15.3
330,Flygon,Flygonãƒ•ãƒ©ã‚¤ã‚´ãƒ³,ground,dragon,3,0,['Levitate'],Mystic PokÃ©mon,80,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,5120,70,520,45,80,1059860,2.0,50.0,80,80,100,82.0
331,Cacnea,Saboneaã‚µãƒœãƒã‚¢,grass,,3,0,"['Sand Veil', 'Water Absorb']",Cactus PokÃ©mon,50,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85,5120,35,335,190,40,1059860,0.4,50.0,85,40,35,51.3
332,Cacturne,NoctusãƒŽã‚¯ã‚¿ã‚¹,grass,dark,3,0,"['Sand Veil', 'Water Absorb']",Scarecrow PokÃ©mon,70,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115,5120,35,475,60,60,1059860,1.3,50.0,115,60,55,77.4
333,Swablu,Tylttoãƒãƒ«ãƒƒãƒˆ,normal,flying,3,0,"['Natural Cure', 'Cloud Nine']",Cotton Bird PokÃ©mon,45,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40,5120,70,310,255,60,600000,0.4,50.0,40,75,50,1.2
334,Altaria,Tyltalisãƒãƒ«ã‚¿ãƒªã‚¹,dragon,flying,3,0,"['Natural Cure', 'Cloud Nine']",Humming PokÃ©mon,75,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110,5120,70,590,45,110,600000,1.1,50.0,110,105,80,20.6
335,Zangoose,Zangooseã‚¶ãƒ³ã‚°ãƒ¼ã‚¹,normal,,3,0,"['Immunity', 'Toxic Boost']",Cat Ferret PokÃ©mon,73,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,5120,70,458,90,60,600000,1.3,50.0,60,60,90,40.3
336,Seviper,Habunakeãƒãƒ–ãƒãƒ¼ã‚¯,poison,,3,0,"['Shed Skin', 'Infiltrator']",Fang Snake PokÃ©mon,73,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100,5120,70,458,90,60,1640000,2.7,50.0,100,60,65,52.5
337,Lunatone,Lunatoneãƒ«ãƒŠãƒˆãƒ¼ãƒ³,rock,psychic,3,0,['Levitate'],Meteorite PokÃ©mon,90,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55,6400,70,460,45,65,800000,1.0,,95,85,70,168.0
338,Solrock,Solrockã‚½ãƒ«ãƒ­ãƒƒã‚¯,rock,psychic,3,0,['Levitate'],Meteorite PokÃ©mon,90,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,6400,70,460,45,85,800000,1.2,,55,65,70,154.0
339,Barboach,Dojoachãƒ‰ã‚¸ãƒ§ãƒƒãƒ,water,ground,3,0,"['Oblivious', 'Anticipation', 'Hydration']",Whiskers PokÃ©mon,50,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48,5120,70,288,190,43,1000000,0.4,50.0,46,41,60,1.9
340,Whiscash,NamazunãƒŠãƒžã‚ºãƒ³,water,ground,3,0,"['Oblivious', 'Anticipation', 'Hydration']",Whiskers PokÃ©mon,110,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78,5120,70,468,75,73,1000000,0.9,50.0,76,71,60,23.6
341,Corphish,Heiganiãƒ˜ã‚¤ã‚¬ãƒ‹,water,,3,0,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",Ruffian PokÃ©mon,43,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,3840,70,308,205,65,1640000,0.6,50.0,50,35,35,11.5
342,Crawdaunt,Shizarigerã‚·ã‚¶ãƒªã‚¬ãƒ¼,water,dark,3,0,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",Rogue PokÃ©mon,63,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,3840,70,468,155,85,1640000,1.1,50.0,90,55,55,32.8
343,Baltoy,Yajilonãƒ¤ã‚¸ãƒ­ãƒ³,ground,psychic,3,0,['Levitate'],Clay Doll PokÃ©mon,40,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40,5120,70,300,255,55,1000000,0.5,,40,70,55,21.5
